"","CollectionDate","SRP","TotalN","TP","Year","Month","NHx","NOx","NtoP","TotalNmol","TPmol","SRPmol","NHxmol","NOxmol","SiCorrNeeded","corr_SRP","corr_TP","corr_SRPmol","corr_TPmol","corr_NtoP","DateD","NDate"
"11",1984-12-12,1,120.911666666667,3.83466666666667,1984,12,0,64.6793333333333,69.7234282905736,8.63223150329597,0.12380675642226,0.0322861847415491,0,4.61764355917279,"Yes",0.0258289477932393,2.23466666666667,0.00083391818013235,0.0721488608357817,119.64473732917,5459,5459
"12",1985-01-07,1,90.165,3.081,1985,1,0,35.8026666666667,64.7119419147013,6.43713857357036,0.0994737351887127,0.0322861847415491,0,2.55605530568049,"Yes",0.0258289477932393,1.481,0.00083391818013235,0.0478158396022342,134.623560458605,5485,5485
"13",1985-02-10,1,118.050333333333,5.39733333333333,1985,2,0,67.697,48.3644352786551,8.42795269032151,0.174259301111721,0.0322861847415491,0,4.83308345827087,"Yes",0.0258289477932393,3.79733333333333,0.00083391818013235,0.122601405525242,68.7427085702233,5519,5519
"14",1985-03-04,1,113.839333333333,3.75066666666667,1985,3,0,62.2183333333333,67.1153746548594,8.12731729373409,0.12109471690397,0.0322861847415491,0,4.44194569381976,"Yes",0.0258289477932393,2.15066666666667,0.00083391818013235,0.0694368213174916,117.046217547501,5541,5541
"15",1985-04-25,1,127.071333333333,6.33933333333333,1985,4,0,67.9933333333333,44.3243262088139,9.071987815616,0.20467288713826,0.0322861847415491,0,4.85423954689322,"Yes",0.0258289477932393,4.73933333333333,0.00083391818013235,0.153014991551782,59.2882287128445,5593,5593
"16",1985-05-12,1,137.712,7.35,1985,5,0,53.555,41.430730465671,9.83165560077104,0.237303457850386,0.0322861847415491,0,3.82344542014707,"Yes",0.0258289477932393,5.75,0.00083391818013235,0.185645562263907,52.9592815517707,5610,5610
"17",1985-05-27,1,120.284,4.24,1985,5,0,30.2795,62.7307022364828,8.58742057542657,0.136893423304168,0.0322861847415491,0,2.16174055829228,"Yes",0.0258289477932393,2.64,0.00083391818013235,0.0852355277176896,100.749309652533,5625,5625
"18",1985-06-11,1,85.5996666666667,8.99,1985,6,0,31.9513333333333,21.0547711657175,6.1112063016111,0.290252800826526,0.0322861847415491,0,2.28109754646486,"Yes",0.0258289477932393,7.39,0.00083391818013235,0.238594905240048,25.6133143139108,5640,5640
"19",1985-06-19,1,141.778,5.726,1985,6,0,49.385,54.7514526006295,10.1219390304848,0.18487069383011,0.0322861847415491,0,3.52573713143428,"Yes",0.0258289477932393,4.126,0.00083391818013235,0.133212798243632,75.9832325717897,5648,5648
"20",1985-07-01,1,132.383333333333,4.39,1985,7,0,26.718,66.6817418387021,9.4512267675686,0.141736351015401,0.0322861847415491,0,1.90747483401157,"Yes",0.0258289477932393,2.79,0.00083391818013235,0.090078455428922,104.922167265915,5660,5660
"21",1985-07-29,1,103.594333333333,5.51166666666667,1985,7,0,21.4773333333333,41.5614986536711,7.39589728945051,0.177950688233838,0.0322861847415491,0,1.53332857380833,"Yes",0.0258289477932393,3.91166666666667,0.00083391818013235,0.12629279264736,58.5615151460121,5688,5688
"22",1985-08-26,1,124.488,4.00566666666667,1985,8,0,24.9253333333333,68.7212146610393,8.88755622188906,0.129327694013065,0.0322861847415491,0,1.77949120677756,"Yes",0.0258289477932393,2.40566666666667,0.00083391818013235,0.0776697984265866,114.427440291216,5716,5716
"23",1985-09-09,1,80.9485,3.074,1985,9,0,15.5655,58.2295033935769,5.77914614121511,0.0992477318955219,0.0322861847415491,0,1.11126579567359,"Yes",0.0258289477932393,1.474,0.00083391818013235,0.0475898363090434,121.436562708179,5730,5730
"24",1985-10-08,1,74.439,4.81366666666667,1985,10,0,0.2,34.1950041578773,5.3144142214607,0.155414931284237,0.0322861847415491,0,0.0142785749982152,"Yes",0.0258289477932393,3.21366666666667,0.00083391818013235,0.103757035697758,51.2197961875227,5759,5759
"25",1985-11-11,1,120.142666666667,3.726,1985,11,0,41.5683333333333,71.3004975670792,8.57733038242783,0.120298324347012,0.0322861847415491,0,2.96768282525404,"Yes",0.0258289477932393,2.126,0.00083391818013235,0.0686404287605334,124.960326404016,5793,5793
"26",1985-12-09,1,109.641666666667,4.204,1985,12,0,43.4033333333333,57.6701478957862,7.82763380214655,0.135731120653472,0.0322861847415491,0,3.09868875086266,"Yes",0.0258289477932393,2.604,0.00083391818013235,0.0840732250669938,93.1049545905856,5821,5821
"27",1986-01-06,1,101.655,4.92675,1986,1,0,39.61625,45.6253662090947,7.25744270721782,0.159065960675427,0.0322861847415491,0,2.82831798386521,"Yes",0.0258289477932393,3.32675,0.00083391818013235,0.107408065088948,67.5688804300466,5849,5849
"28",1986-02-03,1,100.895666666667,4.84533333333333,1986,2,0,32.8303333333333,46.0454793585596,7.2032317174746,0.156437327134386,0.0322861847415491,0,2.34385188358202,"Yes",0.0258289477932393,3.24533333333333,0.00083391818013235,0.104779431547907,68.7466195517689,5877,5877
"29",1986-03-03,1,107.386666666667,4.84,1986,3,0,45.5416666666667,49.0617623105016,7.66664286904167,0.156265134149098,0.0322861847415491,0,3.25135051521858,"Yes",0.0258289477932393,3.24,0.00083391818013235,0.104607238562619,73.2897930811196,5905,5905
"30",1986-03-31,1,123.193,4.46066666666667,1986,3,5,60.4123333333333,61.0695056372576,8.79510244877561,0.14401790807047,0.0322861847415491,0.356964374955379,4.31301016158587,"Yes",0.0258289477932393,2.86066666666667,0.00083391818013235,0.0923600124839914,95.226302078511,5933,5933
"31",1986-04-14,1,152.669666666667,5.503,1986,4,5,46.275,61.3467257916778,10.8995264272626,0.177670874632745,0.0322861847415491,0.356964374955379,3.30370529021204,"Yes",0.0258289477932393,3.903,0.00083391818013235,0.126012979046266,86.4952682632855,5947,5947
"32",1986-04-28,1,121.338,4.58066666666667,1986,4,5,44.014,58.5741893279819,8.66266866566717,0.147892250239456,0.0322861847415491,0.356964374955379,3.14228599985721,"Yes",0.0258289477932393,2.98066666666667,0.00083391818013235,0.0962343546529773,90.0163844492426,5961,5961
"33",1986-05-12,1,119.064333333333,4.69266666666667,1986,5,5.50766666666667,44.847,56.104813407231,8.50034506556246,0.151508302930509,0.0322861847415491,0.393208157825849,3.20175626472478,"Yes",0.0258289477932393,3.09266666666667,0.00083391818013235,0.0998504073440308,85.1308000805128,5975,5975
"34",1986-06-03,1,118.691666666667,5.19866666666667,1986,6,5,28.536,50.4854696044423,8.47373932081578,0.167845112409733,0.0322861847415491,0.356964374955379,2.03726708074534,"Yes",0.0258289477932393,3.59866666666667,0.00083391818013235,0.116187216823255,72.931769539726,5997,5997
"35",1986-06-17,1,116.324,4.831,1986,6,5,18.566,53.2439704978217,8.30470479046191,0.155974558486424,0.0322861847415491,0.356964374955379,1.32548011708431,"Yes",0.0258289477932393,3.231,0.00083391818013235,0.104316662899945,79.6105297044187,6011,6011
"36",1986-06-30,1,106.295,5.327,1986,6,5.9915,10.404,44.1233302064943,7.58870564717641,0.171988506118232,0.0322861847415491,0.427750410509031,0.742771471407154,"Yes",0.0258289477932393,3.727,0.00083391818013235,0.120330610531753,63.0654628414261,6024,6024
"37",1986-07-28,1,97.364,4.2965,1986,7,5,10.2,50.1096922403788,6.95109588063111,0.138717592742066,0.0322861847415491,0.356964374955379,0.728207324908974,"Yes",0.0258289477932393,2.6965,0.00083391818013235,0.0870596971555871,79.8428676843269,6052,6052
"38",1986-09-02,1,99.651,3.761,1986,9,8.262,10.2,58.5890520952917,7.1143713857357,0.121428340812966,0.0322861847415491,0.589847933176269,0.728207324908974,"Yes",0.0258289477932393,2.161,0.00083391818013235,0.0697704452264876,101.968266973805,6088,6088
"39",1986-10-08,1,95.535,4.468,1986,10,5,10.21,47.2810907981231,6.82051831227244,0.144254673425241,0.0322861847415491,0.356964374955379,0.728921253658885,"Yes",0.0258289477932393,2.868,0.00083391818013235,0.0925967778387628,73.6582683702978,6124,6124
"40",1986-11-04,1,107.225,3.134,1986,11,5,14.0425,75.6545768732919,7.65510102091811,0.101184902980015,0.0322861847415491,0.356964374955379,1.00253444706218,"Yes",0.0258289477932393,1.534,0.00083391818013235,0.0495270073935363,154.564174655083,6151,6151
"41",1986-12-09,1,111.2285,3.8425,1986,12,5.4785,54.1895,64.0088976889007,7.94092239594488,0.124059664869402,0.0322861847415491,0.391125865638609,3.86874419932891,"Yes",0.0258289477932393,2.2425,0.00083391818013235,0.0724017692829238,109.678568280758,6186,6186
"42",1987-01-19,1,105.619,4.5835,1987,1,5,44.6345,50.9545487039242,7.54044406368245,0.14798372776289,0.0322861847415491,0.356964374955379,3.18658527878918,"Yes",0.0258289477932393,2.9835,0.00083391818013235,0.0963258321764117,78.280601301973,6227,6227
"43",1987-03-02,1,108.4475,4.803,1987,3,0,0,49.9281072039454,7.7423788105947,0.15507054531366,0.0322861847415491,0,0,"Yes",0.0258289477932393,3.203,0.00083391818013235,0.103412649727182,74.8687789261785,6269,6269
"44",1987-03-23,1,111.235,3.86,1987,3,13.6975,47.6995,63.7224255192907,7.94138644963233,0.124624673102379,0.0322861847415491,0.977903905190262,3.40540444063682,"Yes",0.0258289477932393,2.26,0.00083391818013235,0.0729667775159009,108.835647125868,6290,6290
"45",1987-04-13,1,104.3655,4.9165,1987,4,5,34.592,46.9395647732642,7.45095309488113,0.158735027281826,0.0322861847415491,0.356964374955379,2.4696223316913,"Yes",0.0258289477932393,3.3165,0.00083391818013235,0.107077131695348,69.5849148824825,6311,6311
"46",1987-05-04,1,105.7555,5.3325,1987,5,0,0,43.8541040443545,7.55018919111873,0.172166080134311,0.0322861847415491,0,0,"Yes",0.0258289477932393,3.7325,0.00083391818013235,0.120508184547832,62.6529162267971,6332,6332
"47",1987-05-18,1,109.9075,5.583,1987,5,0,0,43.5309199562088,7.84661240808167,0.180253769412069,0.0322861847415491,0,0,"Yes",0.0258289477932393,3.983,0.00083391818013235,0.12859587382559,61.017606355891,6346,6346
"48",1987-06-03,1,102.803,6.419,1987,6,0,0,35.4141283240827,7.33940172770757,0.207245019856004,0.0322861847415491,0,0,"Yes",0.0258289477932393,4.819,0.00083391818013235,0.155587124269525,47.1722950222633,6362,6362
"49",1987-06-16,1,165.78,5.1335,1987,6,5,10.3435,71.4096184873098,11.8355108160206,0.165741129370742,0.0322861847415491,0.356964374955379,0.738452202470193,"Yes",0.0258289477932393,3.5335,0.00083391818013235,0.114083233784264,103.744524269026,6375,6375
"50",1987-06-28,0.7,100.211,4.11066666666667,1987,6,5.03733333333333,10.2,53.9065177862392,7.15435139573071,0.132717743410928,0.0226003293190844,0.359629708955046,0.728207324908974,"Yes",0.0258289477932393,2.51066666666667,0.00083391818013235,0.0810598478244493,88.2601138263279,6387,6387
"51",1987-08-12,0.4,93.0545,4.628,1987,8,5,10.2,44.4613017065365,6.64342828585707,0.149420462983889,0.0129144738966196,0.356964374955379,0.728207324908974,"Yes",0.0258289477932393,3.028,0.00083391818013235,0.0977625673974107,67.9547240085373,6432,6432
"52",1987-08-31,1,118.98,5.1375,1987,8,5,10.2,51.2106482733607,8.49432426643821,0.165870274109708,0.0322861847415491,0.356964374955379,0.728207324908974,"Yes",0.0258289477932393,3.5375,0.00083391818013235,0.11421237852323,74.3730616266829,6451,6451
"53",1987-09-21,1,56.655,5.2155,1987,9,5,10.2,24.0204112168001,4.0447633326194,0.168388596519549,0.0322861847415491,0.356964374955379,0.728207324908974,"Yes",0.0258289477932393,3.6155,0.00083391818013235,0.116730700933071,34.6503816073077,6472,6472
"54",1987-11-23,3.468,56.4965,3.669,1987,11,6.1175,18.3565,34.0495969843992,4.03344756193332,0.118458011816744,0.111968488683692,0.436745912757907,1.31052330977368,"Yes",0.0603105930972137,2.069,0.00194719895060904,0.0668001162302651,60.3808464648433,6535,6535
"55",1987-12-22,0.643,137.2585,3.2795,1987,12,5,57.1405,92.5485794662837,9.79927893196259,0.10588254285991,0.0207600167888161,0.356964374955379,4.07942457342757,"Yes",0.0258289477932393,1.6795,0.00083391818013235,0.0542246472734317,180.716324120082,6564,6564
"56",1988-01-18,0.64,69.627,6.09,1988,1,0,0,25.2812494878528,4.97087170700364,0.196622865076034,0.0206631582345914,0,0,"Yes",0.0258289477932393,4.49,0.00083391818013235,0.144964969489555,34.2901579913193,6591,6591
"57",1988-04-11,1.291,47.929,4.1105,1988,4,5.2485,31.9295,25.7834993219848,3.42178910544728,0.132712362380138,0.0416814645013399,0.374705504390662,2.27953880202756,"Yes",0.0258289477932393,2.5105,0.00083391818013235,0.081054466793659,42.2159227098261,6675,6675
"58",1988-04-25,0.9825,78.023,4.9705,1988,4,5.247,15.3795,34.7104872987795,5.57028628542871,0.16047848125787,0.031721176508572,0.374598415078175,1.09798672092525,"Yes",0.0258289477932393,3.3705,0.00083391818013235,0.108820585671391,51.1877991747763,6689,6689
"59",1988-05-12,0.683,60.1485,4.251,1988,5,5.416,2,31.2875704248894,4.29417434140073,0.137248571336325,0.022051464178478,0.386663810951667,0.142785749982152,"Yes",0.0258289477932393,2.651,0.00083391818013235,0.0855906757498466,50.1710531407789,6706,6706
"60",1988-05-26,0.5345,59.2395,3.383,1988,5,5,2.6475,38.721086091387,4.22927821803384,0.109224162980661,0.017256965744358,0.356964374955379,0.189012636538873,"Yes",0.0258289477932393,1.783,0.00083391818013235,0.057566267394182,73.4679945300965,6720,6720
"61",1988-06-14,1.104,54.554,3.7265,1988,6,5.338,2.22,32.371559174506,3.89476690226315,0.120314467439383,0.0356439479546702,0.381095166702363,0.158492182480188,"Yes",0.0258289477932393,2.1265,0.00083391818013235,0.0686565718529041,56.7282460680915,6739,6739
"62",1988-07-25,1.182,61.826,4.28,1988,7,5,1.41,31.9422514710602,4.41393588919826,0.13818487069383,0.038162270364511,0.356964374955379,0.100663953737417,"Yes",0.0258289477932393,2.68,0.00083391818013235,0.0865269751073516,51.0122523493051,6780,6780
"63",1988-08-16,0.573,67.679,4.33,1988,8,5,1.4,34.5624229620591,4.83179838652103,0.139799179930908,0.0184999838569076,0.356964374955379,0.0999500249875062,"Yes",0.0258289477932393,2.73,0.00083391818013235,0.088141284344429,54.8187880680277,6802,6802
"64",1988-09-15,1.4075,78.896,4.714,1988,9,5,1.4,37.0086762182882,5.63261226529592,0.152197074871662,0.0454428050237303,0.356964374955379,0.0999500249875062,"Yes",0.0258289477932393,3.114,0.00083391818013235,0.100539179285184,56.0240525667985,6832,6832
"65",1988-11-16,1.0085,76.0025,5.4815,1988,11,5,4.59,30.6596083970238,5.42603698150925,0.176976721660801,0.0325606173118523,0.356964374955379,0.327693296209038,"Yes",0.0258289477932393,3.8815,0.00083391818013235,0.125318826074323,43.2978599583372,6894,6894
"66",1989-02-21,0.4855,90.4545,7.1035,1989,2,0,0,28.1576195331027,6.45780681088027,0.229344913311594,0.0156749426920221,0,0,"Yes",0.0258289477932393,5.5035,0.00083391818013235,0.177687017725115,36.3437176984455,6991,6991
"67",1989-03-13,0.6585,103.3185,6.6955,1989,3,7.0475,35.944,34.1219012574641,7.37620475476547,0.216172149937042,0.0212604526523101,0.503141286499607,2.56614549867923,"Yes",0.0258289477932393,5.0955,0.00083391818013235,0.164514254350563,44.8362653065158,7011,7011
"68",1989-04-18,0.396,67.31,3.972,1989,4,5.501,36.48,37.4721398831587,4.80545441564932,0.128240725793433,0.0127853291576534,0.392732205325909,2.60441207967445,"Yes",0.0258289477932393,2.372,0.00083391818013235,0.0765828302069544,62.7484568363855,7047,7047
"69",1989-05-01,0.55,77.469,4.875,1989,5,5,24.055,35.1391679544843,5.53073463268366,0.157395150615052,0.017757401607852,0.356964374955379,1.71735560791033,"Yes",0.0258289477932393,3.275,0.00083391818013235,0.105737255028573,52.3063950467514,7060,7060
"70",1989-05-26,0.754,75.497,4.63,1989,5,5,22.657,36.0567723080761,5.38994788320126,0.149485035353372,0.024343783295128,0.356964374955379,1.61754836867281,"Yes",0.0258289477932393,3.03,0.00083391818013235,0.0978271397668937,55.096652074717,7085,7085
"71",1989-06-14,0.4795,146.963,7.197,1989,6,5,28.22,45.1538358631875,10.4921110873135,0.232363671584929,0.0154812255835728,0.356964374955379,2.01470693224816,"Yes",0.0258289477932393,5.597,0.00083391818013235,0.18070577599845,58.0618468299733,7104,7104
"72",1989-07-11,0.572,96.776,6.338,1989,7,5,8.19,33.7639755157358,6.90911687013636,0.204629838891938,0.0184676976721661,0.356964374955379,0.584707646176912,"Yes",0.0258289477932393,4.738,0.00083391818013235,0.15297194330546,45.1659089950894,7131,7131
"73",1989-08-14,0.832,118.956,5.073,1989,8,5,2.8,51.8512981407412,8.49261083743842,0.163787815193879,0.0268621057049688,0.356964374955379,0.199900049975012,"Yes",0.0258289477932393,3.473,0.00083391818013235,0.1121299196074,75.7390254730723,7165,7165
"74",1989-09-25,2.08,73.434,7.213,1989,9,5,2.5,22.5122756005293,5.24266438209467,0.232880250540794,0.0671552642624221,0.356964374955379,0.17848218747769,"Yes",0.0258289477932393,5.613,0.00083391818013235,0.181222354954315,28.9294573145587,7207,7207
"75",1989-10-31,3.353,77.119,4.394,1989,10,5,3.91,38.8096280717174,5.50574712643678,0.141865495754367,0.108255577438414,0.356964374955379,0.279146141215107,"Yes",0.0565976818519356,2.794,0.00182732321221501,0.0902076001678882,61.0341824434955,7243,7243
"76",1989-11-27,0.833,145.72,5.325,1989,11,7.098,32.21,60.5114687458417,10.4033697436996,0.171923933748749,0.0268943918897104,0.506746626686657,2.29956450346255,"Yes",0.0258289477932393,3.725,0.00083391818013235,0.12026603816227,86.5029720997603,7270,7270
"77",1990-01-12,0.847,83.803,6.371,1990,1,5,47.62,29.0864088663339,5.98293710287713,0.205695282988409,0.0273463984760921,0.356964374955379,3.39972870707503,"Yes",0.0258289477932393,4.771,0.00083391818013235,0.154037387401931,38.8408113367037,7316,7316
"78",1990-02-21,0.625,95.93,10.153,1990,2,5,47.97,20.8928748187992,6.84871849789391,0.327801633680948,0.0201788654634682,0.356964374955379,3.42471621332191,"Yes",0.0258289477932393,8.553,0.00083391818013235,0.276143738094469,24.8012811920108,7356,7356
"79",1990-03-19,1.023,78.07,5.464,1990,3,5,50,31.5945106039325,5.57364175055329,0.176411713427824,0.0330287669906047,0.356964374955379,3.56964374955379,"Yes",0.0258289477932393,3.864,0.00083391818013235,0.124753817841346,44.677123690447,7382,7382
"80",1990-04-06,3.283,90.19,5.239,1990,4,5,49.59,38.0669544430468,6.43892339544513,0.169147321860976,0.105995544506506,0.356964374955379,3.54037267080745,"Yes",0.0543376489200271,3.639,0.00175435537145343,0.117489426274497,54.8042798370767,7400,7400
"81",1990-04-19,4.029,89.09,5.175,1990,4,5.669,48.92,38.0677096924278,6.36039123295495,0.167081006037517,0.130081038323701,0.404726208324409,3.49253944456343,"Yes",0.0784231427372227,3.575,0.00253198407442685,0.115423110451038,55.1050063379898,7413,7413
"82",1990-05-01,0.767,90.19,5.111,1990,5,5,35.28,39.0203041140916,6.43892339544513,0.165014690214057,0.0247635036967682,0.356964374955379,2.51874062968516,"Yes",0.0258289477932393,3.511,0.00083391818013235,0.113356794627579,56.8022712409918,7425,7425
"83",1990-05-14,2.663,150.836,8.718,1990,5,5,38.43,38.2583544199453,10.7686156921539,0.281470958576825,0.0859781099667452,0.356964374955379,2.74362818590705,"Yes",0.0343202143802667,7.118,0.00110806878185086,0.229813062990346,46.8581531094526,7438,7438
"84",1990-05-30,0.916,111.669,3.024,1990,5,5,33.29,81.6561658938105,7.97237095737845,0.0976334226584444,0.029574145223259,0.356964374955379,2.37666880845292,"Yes",0.0258289477932393,1.424,0.00083391818013235,0.0459755270719659,173.404666898092,7454,7454
"85",1990-06-15,0.355,119.978,6.351,1990,6,5,36.285,41.7731907602669,8.5655743556793,0.205049559293578,0.0114615955832499,0.356964374955379,2.59049046905119,"Yes",0.0258289477932393,4.751,0.00083391818013235,0.1533916637071,55.841198593655,7470,7470
"86",1990-07-17,0.99,89.061,7.577,1990,7,5.79,6.8,25.9913252427501,6.35832083958021,0.244632421786717,0.0319633228941336,0.413364746198329,0.485471549939316,"Yes",0.0258289477932393,5.977,0.00083391818013235,0.192974526200239,32.9490164571387,7502,7502
"87",1990-08-15,0.76,74.179,7.458,1990,8,5,3,21.9936211164999,5.29585207396302,0.240790365802473,0.0245375004035773,0.356964374955379,0.214178624973228,"Yes",0.0258289477932393,5.858,0.00083391818013235,0.189132470215995,28.0007555969369,7531,7531
"88",1990-09-19,0.548,132.554,5.798,1990,9,5,3,50.5536794752478,9.46341115156707,0.187195299131502,0.0176928292383689,0.356964374955379,0.214178624973228,"Yes",0.0258289477932393,4.198,0.00083391818013235,0.135537403545023,69.8213991418502,7566,7566
"89",1990-10-23,0.82,131.833,12.131,1990,10,5,19.299,24.0306587464891,9.41193688869851,0.391663707099732,0.0264746714880703,0.356964374955379,1.37781109445277,"Yes",0.0258289477932393,10.531,0.00083391818013235,0.340005811513253,27.6816941651941,7600,7600
"90",1990-11-28,0.699,98.475,4.622,1990,11,5,46.13,47.1122875695119,7.0304133647462,0.14922674587544,0.0225680431343428,0.356964374955379,3.29335332333833,"Yes",0.0258289477932393,3.022,0.00083391818013235,0.0975688502889614,72.0559209617088,7636,7636
"91",1991-01-15,1.173,100.478,5.435,1991,1,5,52.94,40.8798767129775,7.17341329335332,0.175475414070319,0.0378716947018371,0.356964374955379,3.77953880202756,"Yes",0.0258289477932393,3.835,0.00083391818013235,0.123817518483841,57.9353663455104,7684,7684
"92",1991-03-14,0.839,102.216,1.772,1991,3,5,51.04,127.553772613854,7.29749411008781,0.057211119362025,0.0270881089981597,0.356964374955379,3.64389233954451,"Yes",0.0258289477932393,0.8,0.00083391818013235,0.0258289477932393,282.531606339687,7742,7742
"93",1991-04-29,0.737,108.463,6.181,1991,4,5,47.31,38.8026166152831,7.74348540015706,0.199560907887515,0.0237949181545217,0.356964374955379,3.3775969158278,"Yes",0.0258289477932393,4.581,0.00083391818013235,0.147903012301036,52.3551567996212,7788,7788
"94",1991-05-15,1.01,111.408,5.481,1991,5,5,41.72,44.9463800432257,7.95373741700578,0.176960578568431,0.0326090465889646,0.356964374955379,2.97851074462769,"Yes",0.0258289477932393,3.881,0.00083391818013235,0.125302682981952,63.476194026519,7804,7804
"95",1991-06-10,0.878,104.379,6.224,1991,6,8.931,29.226,37.0835832428075,7.45191689869351,0.200949213831402,0.0283472702030801,0.637609766545299,2.08652816448918,"Yes",0.0258289477932393,4.624,0.00083391818013235,0.149291318244923,49.9152729462011,7830,7830
"96",1991-07-01,0.805,145.114,6.719,1991,7,7.22,24.145,47.7576354594799,10.360105661455,0.216930875278468,0.025990378716947,0.515456557435568,1.72378096665953,"Yes",0.0258289477932393,5.119,0.00083391818013235,0.16527297969199,62.6848120047363,7851,7851
"97",1991-07-29,0.88,79.303,3.356,1991,7,5.182,5.63,52.2523477534177,5.66166916541729,0.108352435992639,0.0284118425725632,0.369957878203755,0.401941886199757,"Yes",0.0258289477932393,1.756,0.00083391818013235,0.0566945404061602,99.8626873920671,7879,7879
"98",1991-08-26,1.075,51.653,4.369,1991,8,5.54,5,26.1427728571054,3.68765617191404,0.141058341135828,0.0347076485971653,0.39551652745056,0.356964374955379,"Yes",0.0258289477932393,2.769,0.00083391818013235,0.0894004455493494,41.2487448944361,7907,7907
"99",1991-08-29,0.872,49.284,4.745,1991,8,7.247,2.8,22.9671906783324,3.51852645106018,0.15319794659865,0.0281535530946308,0.517384165060327,0.199900049975012,"Yes",0.0258289477932393,3.145,0.00083391818013235,0.101540051012172,34.6516120091215,7910,7910
"100",1991-11-04,0.83,90.705,4.49,1991,11,5,33.945,44.6707280308303,6.47569072606554,0.144964969489555,0.0267975333354857,0.356964374955379,2.42343114157207,"Yes",0.0258289477932393,2.89,0.00083391818013235,0.0933070739030769,69.4019269406325,7977,7977
"101",1991-12-13,0.88,101.521,5.239,1991,12,5.068,59.54,42.8494875486479,7.24787606196902,0.169147321860976,0.0284118425725632,0.361819090454773,4.25073177696866,"Yes",0.0258289477932393,3.639,0.00083391818013235,0.117489426274497,61.6896029863606,8016,8016
"102",1992-01-27,0.597,113.737,5.586,1992,1,5,51.91,45.0234718582604,8.12001142286,0.180350627966293,0.0192748522907048,0.356964374955379,3.70600414078675,"Yes",0.0258289477932393,3.986,0.00083391818013235,0.128692732379815,63.0961148520428,8061,8061
"103",1992-02-13,0.714,116.019,5.602,1992,2,5.114,54.58,45.7956425851949,8.28292996358963,0.180867206922158,0.023052335905466,0.365103162704362,3.89662311701292,"Yes",0.0258289477932393,4.002,0.00083391818013235,0.129209311335679,64.1047450680314,8078,8078
"104",1992-03-20,0.51,128.736,4.15,1992,3,5.066,62.77,68.594620555471,9.19083315485114,0.133987666677429,0.01646595421819,0.36167630470479,4.48133076318983,"Yes",0.0258289477932393,2.55,0.00083391818013235,0.0823297710909502,111.634382472629,8114,8114
